1006.0	-1.95442043311	5.92009170594
1007.0	-2.81223119888	8.52503033764
1008.0	-3.33235759037	10.1156545543
1009.0	-3.56113395273	10.8295300422
1010.0	-3.65782783135	11.1459083525
1011.0	-3.7044139079	11.3116111289
1012.0	-3.72908484662	11.411495561
1013.0	-3.74216860167	11.4766232316
1014.0	-3.74822800072	11.5207040805
1015.0	-3.74911879558	11.5492992999
1016.0	-3.74468539469	11.5619052782
1017.0	-3.73501735999	11.5587559969
1018.0	-3.72242804112	11.5468046157
1019.0	-3.70908522501	11.5325816906
1020.0	-3.69565864665	11.5181061787
1021.0	-3.68222819946	11.5036189984
1022.0	-3.66879768	11.4891316
1023.0	-3.65536716	11.4746442
1024.0	-3.64193664	11.4601568
1025.0	-3.62850612	11.4456694
1026.0	-3.6150756	11.431182
1027.0	-3.60164508	11.4166946
1028.0	-3.58821456	11.4022072
1029.0	-3.57478404	11.3877198
1030.0	-3.56135352	11.3732324
1031.0	-3.547923	11.358745
1032.0	-3.53449248	11.3442576
1033.0	-3.52106196	11.3297702
1034.0	-3.50763144	11.3152828
1035.0	-3.49420092	11.3007954
1036.0	-3.4807704	11.286308
1037.0	-3.46733988	11.2718206
1038.0	-3.45390936	11.2573332
1039.0	-3.44047884	11.2428458
1040.0	-3.42704832	11.2283584
1041.0	-3.4136178	11.213871
1042.0	-3.40018728	11.1993836
1043.0	-3.38675676	11.1848962
1044.0	-3.37332624	11.1704088
1045.0	-3.35989572	11.1559214
1046.0	-3.3464652	11.141434
1047.0	-3.33303468	11.1269466
1048.0	-3.31960416	11.1124592
1049.0	-3.30617364	11.0979718
1050.0	-3.29274312	11.0834844
1051.0	-3.2793126	11.068997
1052.0	-3.26588208	11.0545096
1053.0	-3.25245156	11.0400222
1054.0	-3.23902104	11.0255348
1055.0	-3.22559052	11.0110474
1056.0	-3.21216	10.99656
1057.0	-3.19872948	10.9820726
1058.0	-3.18529896	10.9675852
1059.0	-3.17186844	10.9530978
1060.0	-3.15843792	10.9386104
1061.0	-3.1450074	10.924123
1062.0	-3.13157688	10.9096356
1063.0	-3.11814636	10.8951482
1064.0	-3.10471584	10.8806608
1065.0	-3.09128532	10.8661734
1066.0	-3.0778548	10.851686
1067.0	-3.06442428	10.8371986
1068.0	-3.05099376	10.8227112
1069.0	-3.03756324	10.8082238
1070.0	-3.02413272	10.7937364
1071.0	-3.0107022	10.779249
1072.0	-2.99727168	10.7647616
1073.0	-2.98384116	10.7502742
1074.0	-2.97041064	10.7357868
